,FIPS,2013 Rural-urban Continuum Code,Population_2010,Civilian_labor_force_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,Cluster,State,Brewery_Count
1639,30111,3.0,147972,83203,5.4,61435,107.3,0,MT,8.0
1649,31019,4.0,46102,27519,4.0,64759,102.3,0,NE,1.0
1652,31025,2.0,25241,13432,4.3,72915,115.2,0,NE,0.0
1661,31043,3.0,21006,10598,4.8,61010,96.4,0,NE,0.0
1667,31055,2.0,517110,300140,5.1,67264,106.3,0,NE,13.0
1680,31081,3.0,9124,4760,3.7,68236,107.8,0,NE,0.0
1694,31109,2.0,285407,177006,4.2,61383,97.0,0,NE,11.0
1716,31153,2.0,158840,96776,4.1,84016,132.7,0,NE,6.0
1717,31155,2.0,20780,11155,3.7,71086,112.3,0,NE,0.0
1719,31159,2.0,16750,8852,4.1,72291,114.2,0,NE,1.0
1728,31177,2.0,20234,11136,3.7,75197,118.8,0,NE,0.0
1735,32005,4.0,46997,22465,8.6,76296,120.6,0,NV,1.0
1736,32007,5.0,48818,26791,5.7,83287,131.6,0,NV,1.0
1740,32015,7.0,5775,3149,4.8,81239,128.4,0,NV,0.0
1746,32029,2.0,4010,2050,8.3,88003,139.1,0,NV,1.0
1747,32031,2.0,421407,254278,7.8,71733,113.4,0,NV,20.0
1750,33001,4.0,60088,31128,6.9,68752,87.5,0,NH,2.0
1755,33011,2.0,400721,240135,7.0,82862,105.5,0,NH,17.0
1756,33013,4.0,146445,82622,5.8,75800,96.5,0,NH,10.0
1757,33015,1.0,295223,185979,7.1,91416,116.3,0,NH,30.0
1758,33017,1.0,123143,73223,6.3,71486,91.0,0,NH,9.0
1761,34003,1.0,905116,477892,9.6,107971,125.9,0,NJ,4.0
1762,34005,1.0,448734,230784,8.2,88443,103.1,0,NJ,12.0
1763,34007,1.0,513657,256048,10.1,73168,85.3,0,NJ,14.0
1766,34013,1.0,783969,373943,11.7,64522,75.2,0,NJ,6.0
1767,34015,1.0,288288,151080,9.3,87996,102.6,0,NJ,11.0
1768,34017,1.0,634266,360498,10.6,77738,90.6,0,NJ,3.0
1769,34019,1.0,128349,63295,7.2,117275,136.7,0,NJ,6.0
1770,34021,2.0,366513,205405,7.4,79475,92.6,0,NJ,4.0
1771,34023,1.0,809858,436329,8.7,92770,108.1,0,NJ,5.0
1772,34025,1.0,630380,327712,8.8,102579,119.6,0,NJ,16.0
1773,34027,1.0,492276,252588,7.8,116328,135.6,0,NJ,6.0
1774,34029,1.0,576567,278413,9.5,75627,88.2,0,NJ,12.0
1775,34031,1.0,501226,245187,12.6,76039,88.6,0,NJ,2.0
1777,34035,1.0,323444,167938,7.8,112722,131.4,0,NJ,4.0
1778,34037,1.0,149265,73836,9.4,100281,116.9,0,NJ,4.0
1779,34039,1.0,536499,276211,9.9,79953,93.2,0,NJ,8.0
1780,34041,2.0,108692,55670,8.5,83998,97.9,0,NJ,6.0
1781,35001,2.0,662564,330645,8.1,56148,107.9,0,NM,43.0
1788,35015,5.0,53829,33700,6.9,63671,122.4,0,NM,4.0
1793,35025,5.0,64727,29545,11.0,63012,121.1,0,NM,1.0
1795,35028,6.0,17950,9974,3.7,122001,234.5,0,NM,1.0
1803,35043,2.0,131561,66325,8.6,71118,136.7,0,NM,9.0
1806,35049,3.0,144170,71346,8.3,61791,118.8,0,NM,8.0
1812,35061,2.0,76569,30167,8.2,54867,105.5,0,NM,1.0
1813,36001,2.0,304204,157326,7.2,69408,96.3,0,NY,12.0
1826,36027,1.0,297488,142061,7.7,84564,117.4,0,NY,15.0
1827,36029,1.0,919040,439291,9.5,60620,84.2,0,NY,29.0
1840,36055,1.0,744344,359299,8.6,62159,86.3,0,NY,26.0
1842,36059,1.0,1339532,698942,8.4,117767,163.5,0,NY,17.0
1846,36067,2.0,467026,220483,8.4,61597,85.5,0,NY,21.0
1847,36069,1.0,107931,54401,7.3,66754,92.7,0,NY,21.0
1848,36071,1.0,372813,183265,8.4,83188,115.5,0,NY,8.0
1852,36079,1.0,99710,50079,7.6,105600,146.6,0,NY,0.0
1854,36083,2.0,159429,80795,7.0,70688,98.1,0,NY,6.0
1855,36085,1.0,468730,211064,10.6,86624,120.2,0,NY,2.0
1856,36087,1.0,311687,152903,8.1,99831,138.6,0,NY,6.0
1858,36091,2.0,219607,119009,6.7,89071,123.6,0,NY,9.0
1859,36093,2.0,154727,76925,8.1,64960,90.2,0,NY,6.0
1868,36111,3.0,182493,86186,8.0,64090,89.0,0,NY,12.0
1871,36117,1.0,93772,42921,7.4,61989,86.1,0,NY,0.0
1872,36119,1.0,949113,477959,8.4,101741,141.2,0,NY,11.0
1874,36123,1.0,25348,11546,6.5,60612,84.1,0,NY,4.0
1875,37001,3.0,151131,80457,7.2,57963,101.0,0,NC,5.0
1884,37019,2.0,107431,52246,8.8,63712,111.0,0,NC,2.0
1885,37021,2.0,238318,136480,8.3,55448,96.6,0,NC,46.0
1887,37025,1.0,178011,108444,7.0,72071,125.6,0,NC,9.0
1890,37031,4.0,66469,31320,6.2,60058,104.7,0,NC,5.0
1893,37037,2.0,63505,35248,5.4,70258,122.4,0,NC,3.0
1901,37053,1.0,23547,13851,6.3,70699,123.2,0,NC,2.0
1902,37055,4.0,33920,19548,9.8,63033,109.8,0,NC,3.0
1904,37059,2.0,41240,20079,6.8,63828,111.2,0,NC,0.0
1906,37063,2.0,267587,170422,6.5,65541,114.2,0,NC,11.0
1908,37067,2.0,350670,184149,7.4,53054,92.4,0,NC,11.0
1909,37069,1.0,60619,31029,6.8,57371,100.0,0,NC,2.0
1910,37071,1.0,206086,109526,8.0,56542,98.5,0,NC,6.0
1911,37073,1.0,12197,5069,5.7,54204,94.5,0,NC,0.0
1915,37081,2.0,488406,256997,8.6,55820,97.3,0,NC,12.0
1919,37089,2.0,106740,52454,6.9,61651,107.4,0,NC,11.0
1923,37097,1.0,159437,88855,7.3,68308,119.0,0,NC,6.0
1925,37101,1.0,168878,98297,6.3,62835,109.5,0,NC,2.0
1929,37109,1.0,78265,43262,6.6,70479,122.8,0,NC,3.0
1934,37119,1.0,919628,617543,7.8,69455,121.0,0,NC,47.0
1937,37125,4.0,88247,40734,7.2,63942,111.4,0,NC,4.0
1939,37129,2.0,202667,120839,7.3,57252,99.8,0,NC,19.0
1942,37135,2.0,133801,77808,5.4,74314,129.5,0,NC,9.0
1945,37141,2.0,52217,28001,6.6,60405,105.3,0,NC,0.0
1964,37179,1.0,201292,121173,6.0,86138,150.1,0,NC,3.0
1966,37183,1.0,900993,584088,6.4,84377,147.0,0,NC,43.0
1982,38015,3.0,81308,50588,4.4,73565,109.1,0,ND,6.0
1983,38017,3.0,149778,104926,4.4,63977,94.9,0,ND,5.0
2001,38053,9.0,6360,9367,7.6,86890,128.9,0,ND,1.0
2003,38057,7.0,8424,3616,5.8,83341,123.6,0,ND,0.0
2004,38059,3.0,27471,16746,5.1,68051,101.0,0,ND,2.0
2007,38065,3.0,1846,882,5.2,72919,108.2,0,ND,0.0
2012,38075,9.0,2470,1225,4.9,84986,126.1,0,ND,0.0
2025,38101,5.0,61675,31847,6.0,68634,101.8,0,ND,1.0
2027,38105,7.0,22398,23001,9.6,84606,125.5,0,ND,0.0
2033,39011,4.0,45949,24698,6.9,64227,109.4,0,OH,1.0
2035,39015,1.0,44846,19407,8.2,58441,99.6,0,OH,2.0
2036,39017,1.0,368130,194077,7.2,68611,116.9,0,OH,9.0
2040,39025,1.0,197363,106237,6.9,68724,117.1,0,OH,2.0
2045,39035,1.0,1280122,592890,10.4,52503,89.4,0,OH,39.0
2047,39039,4.0,39037,17908,8.2,60918,103.8,0,OH,2.0
2048,39041,1.0,174214,111352,5.3,110252,187.8,0,OH,9.0
2050,39045,1.0,146156,78604,6.6,71782,122.3,0,OH,5.0
2052,39049,1.0,1163414,705149,7.4,64648,110.1,0,OH,48.0
2053,39051,2.0,42698,21991,7.9,64334,109.6,0,OH,2.0
2055,39055,1.0,93389,46329,6.7,79865,136.0,0,OH,1.0
2056,39057,2.0,161573,82640,6.4,69709,118.7,0,OH,6.0
2058,39061,1.0,802374,415866,7.8,60251,102.6,0,OH,41.0
2059,39063,4.0,74782,41803,6.8,62720,106.8,0,OH,3.0
2069,39083,4.0,60921,31244,6.2,59957,102.1,0,OH,3.0
2070,39085,1.0,230041,120876,8.4,65040,110.8,0,OH,4.0
2072,39089,1.0,166492,90688,6.5,66321,113.0,0,OH,9.0
2074,39093,1.0,301356,149061,9.9,59201,100.8,0,OH,5.0
2076,39097,1.0,43435,20834,5.9,65696,111.9,0,OH,1.0
2079,39103,1.0,172332,93378,7.6,78540,133.8,0,OH,10.0
2082,39109,2.0,102506,54163,7.0,63524,108.2,0,OH,1.0
2084,39113,2.0,535153,253421,8.6,54704,93.2,0,OH,16.0
2086,39117,1.0,34827,16890,7.1,59498,101.4,0,OH,1.0
2089,39123,4.0,41428,20729,9.1,63352,107.9,0,OH,4.0
2092,39129,1.0,55698,26523,6.8,63931,108.9,0,OH,0.0
2094,39133,2.0,161419,85783,7.3,57439,97.8,0,OH,4.0
2096,39137,6.0,34499,18720,5.6,73454,125.1,0,OH,1.0
2102,39149,4.0,49423,24162,7.7,64304,109.5,0,OH,0.0
2103,39151,2.0,375586,184149,8.1,55623,94.8,0,OH,12.0
2104,39153,2.0,541781,270407,8.2,57753,98.4,0,OH,20.0
2107,39159,1.0,52300,29408,5.8,91597,156.0,0,OH,3.0
2110,39165,1.0,212693,118838,6.4,91645,156.1,0,OH,7.0
2112,39169,4.0,114520,60568,5.9,58747,100.1,0,OH,1.0
2114,39173,2.0,125488,69444,7.1,64723,110.3,0,OH,7.0
2124,40017,1.0,115541,76026,6.0,75111,138.0,0,OK,0.0
2129,40027,1.0,255755,142684,5.6,64706,118.8,0,OK,5.0
2134,40037,2.0,69967,31327,6.5,54737,100.5,0,OK,0.0
2141,40051,1.0,52431,26633,6.1,63647,116.9,0,OK,1.0
2152,40073,6.0,15034,8808,4.3,68839,126.4,0,OK,1.0
2156,40081,1.0,34273,15609,5.6,51012,93.7,0,OK,0.0
2157,40083,1.0,41848,22207,5.1,66625,122.4,0,OK,0.0
2159,40087,1.0,34506,19882,5.5,75009,137.8,0,OK,0.0
2170,40109,1.0,718633,385860,6.4,56272,103.4,0,OK,23.0
2181,40131,2.0,86905,44897,5.8,67054,123.2,0,OK,0.0
2187,40143,2.0,603403,324010,6.6,57668,105.9,0,OK,17.0
2188,40145,2.0,73085,38146,5.8,65191,119.7,0,OK,0.0
2189,40147,4.0,50976,22360,5.9,62515,114.8,0,OK,2.0
2192,40153,7.0,20081,8998,6.7,73253,134.5,0,OK,0.0
2194,41003,3.0,85579,46257,5.6,69148,103.3,0,OR,6.0
2195,41005,1.0,375992,218040,7.2,80539,120.3,0,OR,18.0
2197,41009,1.0,49351,24061,7.9,72285,108.0,0,OR,2.0
2201,41017,3.0,157733,97975,7.9,71880,107.4,0,OR,34.0
2216,41047,2.0,315335,163017,6.9,64058,95.7,0,OR,12.0
2218,41051,1.0,735334,457372,8.6,72469,108.2,0,OR,77.0
2219,41053,2.0,75403,40205,6.6,69757,104.2,0,OR,2.0
2226,41067,1.0,529710,321579,6.5,85665,127.9,0,OR,21.0
2228,41071,1.0,99193,54221,6.8,71815,107.3,0,OR,10.0
2229,42001,3.0,101407,54035,6.9,67706,106.7,0,PA,5.0
2230,42003,1.0,1223348,635957,9.0,64799,102.1,0,PA,48.0
2232,42007,1.0,170539,82963,10.3,60323,95.1,0,PA,4.0
2234,42011,2.0,411442,211486,9.5,67418,106.2,0,PA,10.0
2237,42017,1.0,625249,338801,8.3,93587,147.5,0,PA,20.0
2238,42019,1.0,183862,97152,7.9,72576,114.4,0,PA,14.0
2242,42027,3.0,153990,76416,5.8,61036,96.2,0,PA,6.0
2243,42029,1.0,498886,280096,6.4,102233,161.1,0,PA,28.0
2249,42041,2.0,235406,130651,6.7,75269,118.6,0,PA,16.0
2250,42043,2.0,268100,144428,8.8,60763,95.8,0,PA,14.0
2251,42045,1.0,558979,294706,9.1,76783,121.0,0,PA,7.0
2256,42055,3.0,149618,77184,7.6,62699,98.8,0,PA,4.0
2264,42071,2.0,519445,281736,7.5,67515,106.4,0,PA,27.0
2266,42075,3.0,133568,71763,7.9,61560,97.0,0,PA,3.0
2267,42077,2.0,349497,191388,9.6,65436,103.1,0,PA,12.0
2274,42091,1.0,799874,446961,7.6,92340,145.5,0,PA,37.0
2275,42093,3.0,18267,9043,6.1,65534,103.3,0,PA,2.0
2276,42095,2.0,297735,158928,9.0,73780,116.3,0,PA,11.0
2278,42099,2.0,45969,24128,6.8,65401,103.1,0,PA,3.0
2280,42103,1.0,57369,24852,10.6,66595,104.9,0,PA,1.0
2288,42119,4.0,44947,19314,6.8,61306,96.6,0,PA,2.0
2291,42125,1.0,207820,105089,9.4,65558,103.3,0,PA,5.0
2293,42129,1.0,365169,176723,9.1,59407,93.6,0,PA,15.0
2295,42133,2.0,434972,232812,8.0,69101,108.9,0,PA,24.0
2296,44001,1.0,49875,24895,7.6,87926,124.9,0,RI,2.0
2297,44003,1.0,166158,88283,8.7,74230,105.5,0,RI,4.0
2298,44005,1.0,82888,42502,8.2,80862,114.9,0,RI,5.0
2299,44007,1.0,626667,320264,10.2,62165,88.3,0,RI,17.0
2300,44009,1.0,126979,65736,7.8,86450,122.8,0,RI,6.0
2302,45003,2.0,160099,75531,5.0,56824,100.8,0,SC,1.0
2304,45007,2.0,187126,90877,5.9,54496,96.7,0,SC,1.0
2307,45013,3.0,162233,77127,5.4,73890,131.1,0,SC,5.0
2308,45015,2.0,177843,104916,5.6,68690,121.9,0,SC,1.0
2310,45019,2.0,350209,211939,6.3,70980,125.9,0,SC,26.0
2318,45035,2.0,136555,77693,5.8,68051,120.7,0,SC,2.0
2323,45045,2.0,451225,255984,5.7,64399,114.3,0,SC,19.0
2328,45055,2.0,61697,29490,5.3,56318,99.9,0,SC,0.0
2329,45057,1.0,76652,42533,6.9,63842,113.3,0,SC,2.0
2332,45063,2.0,262391,150439,4.4,62059,110.1,0,SC,5.0
2339,45077,2.0,119224,57109,5.3,52949,93.9,0,SC,1.0
2340,45079,2.0,384504,199718,5.8,52905,93.9,0,SC,7.0
2342,45083,2.0,284307,158701,6.6,55588,98.6,0,SC,4.0
2346,45091,1.0,226073,143890,6.1,68468,121.5,0,SC,9.0
2362,46033,3.0,8216,4077,6.0,63665,105.4,0,SD,1.0
2376,46061,8.0,3331,1750,5.2,78478,129.9,0,SD,0.0
2387,46083,3.0,44828,35711,3.6,86235,142.7,0,SD,1.0
2389,46087,3.0,5618,3076,3.7,62535,103.5,0,SD,0.0
2392,46093,3.0,25434,13918,4.9,59981,99.3,0,SD,2.0
2395,46099,3.0,169468,113168,4.5,63162,104.5,0,SD,11.0
2397,46103,3.0,100948,57094,5.3,58919,97.5,0,SD,8.0
2407,46125,3.0,8347,4650,3.9,63852,105.7,0,SD,0.0
2408,46127,3.0,14399,8522,5.1,83910,138.9,0,SD,0.0
2416,47009,2.0,123010,63505,6.4,59368,105.9,0,TN,3.0
2419,47015,1.0,13801,6506,6.5,52960,94.5,0,TN,0.0
2422,47021,1.0,39105,21313,5.6,62786,112.0,0,TN,2.0
2430,47037,1.0,626681,402058,8.0,63846,113.9,0,TN,25.0
2433,47043,1.0,49666,26354,5.9,59126,105.5,0,TN,2.0
2435,47047,1.0,38413,18987,6.4,67345,120.2,0,TN,0.0
2444,47065,2.0,336463,182352,7.1,57802,103.1,0,TN,14.0
2458,47093,2.0,432226,242643,5.9,60316,107.6,0,TN,24.0
2464,47105,2.0,48556,23572,6.4,65226,116.4,0,TN,0.0
2471,47119,1.0,80956,49915,8.1,66434,118.5,0,TN,3.0
2474,47125,2.0,172331,86234,7.6,57606,102.8,0,TN,7.0
2485,47147,1.0,66283,37300,6.1,65790,117.4,0,TN,0.0
2486,47149,1.0,262604,184368,6.9,69614,124.2,0,TN,5.0
2490,47157,1.0,927644,447769,9.7,52659,94.0,0,TN,13.0
2491,47159,1.0,19166,9259,6.0,54570,97.4,0,TN,0.0
2494,47165,1.0,160645,102069,6.5,69391,123.8,0,TN,1.0
2495,47167,1.0,61081,27498,6.9,61436,109.6,0,TN,0.0
2505,47187,1.0,183182,126997,4.8,119637,213.5,0,TN,3.0
2506,47189,1.0,113993,76694,6.3,80080,142.9,0,TN,0.0
2508,48003,6.0,14786,9220,8.2,74918,117.0,0,TX,0.0
2511,48009,3.0,9054,3911,5.3,63731,99.5,0,TX,0.0
2512,48011,2.0,1901,914,4.3,64424,100.6,0,TX,0.0
2514,48015,1.0,28417,13638,6.6,68311,106.7,0,TX,1.0
2516,48019,1.0,20485,9835,5.8,59604,93.1,0,TX,1.0
2517,48021,1.0,74171,42573,6.0,62627,97.8,0,TX,1.0
2526,48039,1.0,313166,177709,8.6,83704,130.7,0,TX,4.0
2532,48051,3.0,17187,8180,6.3,61745,96.4,0,TX,1.0
2539,48065,2.0,6182,2930,4.2,69760,108.9,0,TX,0.0
2542,48071,1.0,35096,19836,9.5,93351,145.8,0,TX,0.0
2545,48077,3.0,10752,4793,5.5,59983,93.7,0,TX,0.0
2549,48085,1.0,782341,570623,6.3,96847,151.2,0,TX,7.0
2552,48091,1.0,108472,74950,6.2,87976,137.4,0,TX,6.0
2567,48121,1.0,662614,503962,6.5,90910,141.9,0,TX,7.0
2574,48135,3.0,137130,82852,11.0,65564,102.4,0,TX,0.0
2576,48139,1.0,149610,93578,6.0,78341,122.3,0,TX,2.0
2585,48157,1.0,585375,394948,7.7,101361,158.3,0,TX,5.0
2590,48167,1.0,291309,164608,8.7,73214,114.3,0,TX,6.0
2593,48173,8.0,1226,797,3.6,93759,146.4,0,TX,0.0
2600,48187,1.0,131533,80610,6.1,78801,123.0,0,TX,2.0
2606,48199,2.0,54635,25019,9.0,62616,97.8,0,TX,0.0
2611,48209,1.0,157107,121304,6.3,72890,113.8,0,TX,16.0
2617,48221,1.0,51182,27578,6.6,74534,116.4,0,TX,1.0
2622,48231,1.0,86129,43506,6.5,57513,89.8,0,TX,0.0
2624,48235,3.0,1599,752,6.0,68630,107.2,0,TX,0.0
2632,48251,1.0,150934,82931,6.5,66538,103.9,0,TX,0.0
2635,48257,1.0,103350,67263,6.5,75009,117.1,0,TX,1.0
2636,48259,1.0,33410,22123,5.0,94899,148.2,0,TX,6.0
2647,48281,2.0,19677,9041,5.4,58817,91.8,0,TX,0.0
2657,48301,9.0,82,289,1.7,88487,138.2,0,TX,0.0
2658,48303,2.0,278831,156625,5.7,54733,85.5,0,TX,6.0
2665,48317,3.0,4799,2546,6.1,68745,107.3,0,TX,0.0
2669,48325,1.0,46006,21461,6.3,60695,94.8,0,TX,0.0
2671,48329,3.0,136872,98237,8.1,85811,134.0,0,TX,1.0
2676,48339,1.0,455746,284994,7.5,88833,138.7,0,TX,8.0
2686,48359,2.0,2052,890,3.9,59404,92.8,0,TX,0.0
2690,48367,1.0,116927,68141,5.9,82501,128.8,0,TX,2.0
2697,48381,2.0,120725,72380,4.5,70694,110.4,0,TX,3.0
2705,48397,1.0,78337,53209,6.0,105763,165.1,0,TX,4.0
2718,48423,3.0,209714,108544,6.8,59538,93.0,0,TX,3.0
2719,48425,1.0,8490,4328,6.5,67897,106.0,0,TX,0.0
2733,48453,1.0,1024266,741012,6.3,80690,126.0,0,TX,47.0
2743,48473,1.0,43205,23804,7.8,61822,96.5,0,TX,1.0
2752,48491,1.0,422679,318447,5.9,92661,144.7,0,TX,12.0
2753,48493,1.0,42918,24473,5.7,76905,120.1,0,TX,1.0
2755,48497,1.0,59127,32140,6.5,70468,110.0,0,TX,1.0
2762,49003,2.0,49975,26424,4.4,69380,91.6,0,UT,0.0
2766,49011,2.0,306479,175905,4.1,87610,115.7,0,UT,1.0
2772,49023,2.0,10246,5881,2.9,66056,87.3,0,UT,0.0
2775,49029,2.0,9469,5561,3.3,101943,134.7,0,UT,0.0
2778,49035,1.0,1029655,642357,5.1,79941,105.6,0,UT,24.0
2782,49043,4.0,36324,24314,7.2,112482,148.6,0,UT,2.0
2783,49045,1.0,58218,35084,4.8,80196,105.9,0,UT,1.0
2785,49049,2.0,516564,314022,3.7,79505,105.0,0,UT,2.0
2786,49051,6.0,23530,16269,6.4,92136,121.7,0,UT,1.0
2787,49053,3.0,138115,79208,5.3,64388,85.1,0,UT,2.0
2789,49057,2.0,231236,129907,4.8,71835,94.9,0,UT,6.0
2790,50001,6.0,36821,19936,5.0,73574,116.2,0,VT,4.0
2793,50007,3.0,156545,93110,4.8,76483,120.8,0,VT,19.0
2795,50011,3.0,47746,26329,5.3,65056,102.8,0,VT,3.0
2796,50013,3.0,6970,4003,5.9,68364,108.0,0,VT,1.0
2801,50023,4.0,59534,33025,4.8,65879,104.1,0,VT,7.0
2805,51003,3.0,98970,55794,5.4,86332,112.9,0,VA,1.0
2810,51013,1.0,207627,151080,4.5,118986,155.6,0,VA,1.0
2813,51019,2.0,68676,37737,5.1,66591,87.1,0,VA,0.0
2815,51023,2.0,33148,17140,4.5,74178,97.0,0,VA,0.0
2820,51033,1.0,28545,15004,6.7,64647,84.5,0,VA,1.0
2824,51041,1.0,316236,186087,5.9,81641,106.8,0,VA,2.0
2825,51043,1.0,14034,7498,4.5,85567,111.9,0,VA,0.0
2827,51047,1.0,46689,24511,5.0,79739,104.3,0,VA,2.0
2832,51059,1.0,1081726,628397,5.8,127898,167.3,0,VA,5.0
2833,51061,1.0,65203,36812,4.7,103827,135.8,0,VA,5.0
2835,51065,3.0,25691,13723,5.3,75089,98.2,0,VA,0.0
2836,51067,2.0,56159,25985,5.5,61878,80.9,0,VA,89.0
2837,51069,3.0,78305,48636,4.6,83672,109.4,0,VA,1.0
2839,51073,1.0,36858,19249,5.4,71715,93.8,0,VA,1.0
2840,51075,1.0,21717,11142,4.9,100444,131.3,0,VA,0.0
2842,51079,3.0,18403,10198,5.2,73345,95.9,0,VA,1.0
2845,51085,1.0,99863,57934,4.8,90824,118.8,0,VA,3.0
2846,51087,1.0,306935,180321,6.5,68975,90.2,0,VA,13.0
2849,51093,1.0,35270,19092,5.1,78749,103.0,0,VA,1.0
2850,51095,1.0,67009,36558,6.9,92773,121.3,0,VA,3.0
2852,51099,6.0,23584,13819,4.5,85657,112.0,0,VA,0.0
2853,51101,1.0,15935,9067,5.4,73035,95.5,0,VA,0.0
2856,51107,1.0,312311,223194,5.3,151806,198.5,0,VA,35.0
2860,51115,1.0,8978,4052,4.9,69112,90.4,0,VA,0.0
2865,51127,1.0,18429,12503,4.6,102619,134.2,0,VA,1.0
2873,51145,1.0,28046,13976,4.8,94293,123.3,0,VA,2.0
2875,51149,1.0,35725,14897,6.5,74518,97.4,0,VA,0.0
2876,51153,1.0,402002,245929,6.5,106208,138.9,0,VA,8.0
2878,51157,1.0,7373,3688,4.5,79086,103.4,0,VA,3.0
2880,51161,2.0,92376,48720,5.1,71742,93.8,0,VA,1.0
2882,51165,3.0,76314,41525,4.7,67242,87.9,0,VA,1.0
2888,51177,1.0,122397,67201,6.0,90262,118.0,0,VA,1.0
2889,51179,1.0,128961,72341,5.7,109090,142.7,0,VA,1.0
2893,51187,1.0,37575,20258,5.8,69878,91.4,0,VA,0.0
2898,51199,1.0,65464,32390,5.6,91535,119.7,0,VA,4.0
2899,51510,1.0,139966,100168,6.0,102589,134.2,0,VA,4.0
2903,51550,1.0,222209,122036,6.1,77361,101.2,0,VA,0.0
2908,51600,1.0,22565,13038,5.6,106430,139.2,0,VA,0.0
2909,51610,1.0,12332,8284,3.8,137849,180.3,0,VA,0.0
2929,51800,1.0,84585,44546,6.5,77847,101.8,0,VA,1.0
2930,51810,1.0,437994,230322,6.2,78491,102.6,0,VA,14.0
2936,53005,2.0,175177,103143,8.2,72847,92.6,0,WA,10.0
2939,53011,1.0,425363,242578,8.5,80407,102.2,0,WA,31.0
2948,53029,4.0,78506,36303,8.3,72173,91.7,0,WA,4.0
2951,53035,2.0,251133,129092,7.7,79268,100.8,0,WA,18.0
2960,53053,1.0,795225,450196,9.6,78779,100.1,0,WA,39.0
2963,53059,1.0,11066,5515,9.2,69163,87.9,0,WA,3.0
2964,53061,1.0,713335,441156,8.5,89119,113.3,0,WA,45.0
2967,53067,2.0,252264,144312,8.3,77890,99.0,0,WA,15.0
2970,53073,3.0,201140,114716,9.3,68656,87.3,0,WA,19.0
2974,54003,2.0,104169,58337,6.2,63012,129.5,0,WV,0.0
2986,54027,3.0,23964,10847,5.5,54811,112.6,0,WV,0.0
2991,54037,1.0,53498,30084,5.9,75225,154.6,0,WV,3.0
3003,54061,3.0,96189,54613,6.3,55652,114.4,0,WV,3.0
3012,54079,2.0,55486,27080,7.4,66991,137.7,0,WV,0.0
3032,55009,2.0,248007,140454,6.0,65494,102.1,0,WI,9.0
3035,55015,3.0,48971,27096,4.7,80354,125.2,0,WI,2.0
3036,55017,3.0,62415,32978,6.2,60713,94.6,0,WI,4.0
3038,55021,2.0,56833,31281,5.9,69219,107.9,0,WI,3.0
3040,55025,2.0,488073,319433,4.8,77828,121.3,0,WI,26.0
3045,55035,3.0,98736,58299,5.5,64972,101.2,0,WI,6.0
3047,55039,3.0,101633,56114,5.9,65905,102.7,0,WI,1.0
3050,55045,2.0,36842,20555,4.8,64319,100.2,0,WI,3.0
3052,55049,2.0,23687,13502,6.1,67390,105.0,0,WI,2.0
3055,55055,4.0,83686,45213,5.4,71098,110.8,0,WI,3.0
3057,55059,1.0,166426,88499,7.1,66460,103.6,0,WI,3.0
3058,55061,2.0,20574,10661,4.6,65879,102.7,0,WI,1.0
3059,55063,3.0,114638,64982,5.4,59758,93.1,0,WI,5.0
3063,55071,4.0,81442,40419,6.2,61326,95.6,0,WI,3.0
3064,55073,3.0,134063,72313,5.0,66092,103.0,0,WI,4.0
3068,55079,1.0,947735,463420,8.2,53505,83.4,0,WI,39.0
3070,55083,2.0,37660,20241,6.3,66401,103.5,0,WI,0.0
3072,55087,3.0,176695,102786,5.5,66994,104.4,0,WI,4.0
3073,55089,1.0,86395,47963,5.4,90446,140.9,0,WI,5.0
3075,55093,1.0,41019,24779,7.0,75368,117.4,0,WI,3.0
3079,55101,3.0,195408,97155,7.3,61691,96.1,0,WI,4.0
3081,55105,3.0,160331,84935,7.1,61624,96.0,0,WI,4.0
3083,55109,1.0,84345,49739,7.1,87098,135.7,0,WI,7.0
3084,55111,4.0,61976,34355,7.5,63752,99.3,0,WI,3.0
3087,55117,3.0,115507,61510,5.7,62108,96.8,0,WI,4.0
3092,55127,4.0,102228,56322,6.1,64682,100.8,0,WI,5.0
3094,55131,1.0,131887,75700,5.6,81928,127.7,0,WI,1.0
3095,55133,1.0,389891,220498,5.6,91070,141.9,0,WI,6.0
3098,55139,3.0,166994,91236,5.4,59643,92.9,0,WI,7.0
3102,56005,5.0,46133,23439,6.9,83997,127.0,0,WY,2.0
3104,56009,6.0,13833,8163,6.0,72481,109.6,0,WY,2.0
3110,56021,3.0,91738,50826,5.1,69613,105.2,0,WY,3.0
3112,56025,3.0,75450,40710,7.8,66104,99.9,0,WY,4.0
3118,56037,5.0,43806,20840,7.4,80639,121.9,0,WY,1.0
3119,56039,7.0,21294,15204,6.0,98837,149.4,0,WY,5.0
