,FIPS,2013 Rural-urban Continuum Code,Population_2010,Civilian_labor_force_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,Cluster,State,Brewery_Count
2237,42017,1.0,625249,338801,8.3,93587,147.5,2,PA,20.0
2238,42019,1.0,183862,97152,7.9,72576,114.4,2,PA,14.0
2243,42029,1.0,498886,280096,6.4,102233,161.1,2,PA,28.0
2249,42041,2.0,235406,130651,6.7,75269,118.6,2,PA,16.0
2251,42045,1.0,558979,294706,9.1,76783,121.0,2,PA,7.0
2264,42071,2.0,519445,281736,7.5,67515,106.4,2,PA,27.0
2267,42077,2.0,349497,191388,9.6,65436,103.1,2,PA,12.0
2274,42091,1.0,799874,446961,7.6,92340,145.5,2,PA,37.0
2276,42095,2.0,297735,158928,9.0,73780,116.3,2,PA,11.0
2278,42099,2.0,45969,24128,6.8,65401,103.1,2,PA,3.0
2280,42103,1.0,57369,24852,10.6,66595,104.9,2,PA,1.0
2291,42125,1.0,207820,105089,9.4,65558,103.3,2,PA,5.0
2293,42129,1.0,365169,176723,9.1,59407,93.6,2,PA,15.0
2295,42133,2.0,434972,232812,8.0,69101,108.9,2,PA,24.0
2296,44001,1.0,49875,24895,7.6,87926,124.9,2,RI,2.0
2297,44003,1.0,166158,88283,8.7,74230,105.5,2,RI,4.0
2298,44005,1.0,82888,42502,8.2,80862,114.9,2,RI,5.0
2299,44007,1.0,626667,320264,10.2,62165,88.3,2,RI,17.0
2300,44009,1.0,126979,65736,7.8,86450,122.8,2,RI,6.0
2307,45013,3.0,162233,77127,5.4,73890,131.1,2,SC,5.0
2308,45015,2.0,177843,104916,5.6,68690,121.9,2,SC,1.0
2310,45019,2.0,350209,211939,6.3,70980,125.9,2,SC,26.0
2318,45035,2.0,136555,77693,5.8,68051,120.7,2,SC,2.0
2323,45045,2.0,451225,255984,5.7,64399,114.3,2,SC,19.0
2329,45057,1.0,76652,42533,6.9,63842,113.3,2,SC,2.0
2332,45063,2.0,262391,150439,4.4,62059,110.1,2,SC,5.0
2346,45091,1.0,226073,143890,6.1,68468,121.5,2,SC,9.0
2387,46083,3.0,44828,35711,3.6,86235,142.7,2,SD,1.0
2408,46127,3.0,14399,8522,5.1,83910,138.9,2,SD,0.0
2419,47015,1.0,13801,6506,6.5,52960,94.5,2,TN,0.0
2422,47021,1.0,39105,21313,5.6,62786,112.0,2,TN,2.0
2430,47037,1.0,626681,402058,8.0,63846,113.9,2,TN,25.0
2433,47043,1.0,49666,26354,5.9,59126,105.5,2,TN,2.0
2435,47047,1.0,38413,18987,6.4,67345,120.2,2,TN,0.0
2458,47093,2.0,432226,242643,5.9,60316,107.6,2,TN,24.0
2464,47105,2.0,48556,23572,6.4,65226,116.4,2,TN,0.0
2471,47119,1.0,80956,49915,8.1,66434,118.5,2,TN,3.0
2485,47147,1.0,66283,37300,6.1,65790,117.4,2,TN,0.0
2486,47149,1.0,262604,184368,6.9,69614,124.2,2,TN,5.0
2490,47157,1.0,927644,447769,9.7,52659,94.0,2,TN,13.0
2491,47159,1.0,19166,9259,6.0,54570,97.4,2,TN,0.0
2494,47165,1.0,160645,102069,6.5,69391,123.8,2,TN,1.0
2495,47167,1.0,61081,27498,6.9,61436,109.6,2,TN,0.0
2496,47169,1.0,7870,5383,6.1,51982,92.7,2,TN,0.0
2505,47187,1.0,183182,126997,4.8,119637,213.5,2,TN,3.0
2506,47189,1.0,113993,76694,6.3,80080,142.9,2,TN,0.0
2512,48011,2.0,1901,914,4.3,64424,100.6,2,TX,0.0
2513,48013,1.0,44911,21822,8.4,57309,89.5,2,TX,0.0
2514,48015,1.0,28417,13638,6.6,68311,106.7,2,TX,1.0
2516,48019,1.0,20485,9835,5.8,59604,93.1,2,TX,1.0
2517,48021,1.0,74171,42573,6.0,62627,97.8,2,TX,1.0
2521,48029,1.0,1714773,942127,7.5,58956,92.1,2,TX,20.0
2526,48039,1.0,313166,177709,8.6,83704,130.7,2,TX,4.0
2534,48055,1.0,38066,19322,6.3,55301,86.3,2,TX,3.0
2539,48065,2.0,6182,2930,4.2,69760,108.9,2,TX,0.0
2542,48071,1.0,35096,19836,9.5,93351,145.8,2,TX,0.0
2549,48085,1.0,782341,570623,6.3,96847,151.2,2,TX,7.0
2552,48091,1.0,108472,74950,6.2,87976,137.4,2,TX,6.0
2563,48113,1.0,2368139,1355033,7.7,61807,96.5,2,TX,30.0
2567,48121,1.0,662614,503962,6.5,90910,141.9,2,TX,7.0
2576,48139,1.0,149610,93578,6.0,78341,122.3,2,TX,2.0
2585,48157,1.0,585375,394948,7.7,101361,158.3,2,TX,5.0
2590,48167,1.0,291309,164608,8.7,73214,114.3,2,TX,6.0
2600,48187,1.0,131533,80610,6.1,78801,123.0,2,TX,2.0
2607,48201,1.0,4092459,2292759,8.9,61638,96.2,2,TX,38.0
2611,48209,1.0,157107,121304,6.3,72890,113.8,2,TX,16.0
2617,48221,1.0,51182,27578,6.6,74534,116.4,2,TX,1.0
2622,48231,1.0,86129,43506,6.5,57513,89.8,2,TX,0.0
2632,48251,1.0,150934,82931,6.5,66538,103.9,2,TX,0.0
2635,48257,1.0,103350,67263,6.5,75009,117.1,2,TX,1.0
2636,48259,1.0,33410,22123,5.0,94899,148.2,2,TX,6.0
2669,48325,1.0,46006,21461,6.3,60695,94.8,2,TX,0.0
2671,48329,3.0,136872,98237,8.1,85811,134.0,2,TX,1.0
2676,48339,1.0,455746,284994,7.5,88833,138.7,2,TX,8.0
2690,48367,1.0,116927,68141,5.9,82501,128.8,2,TX,2.0
2697,48381,2.0,120725,72380,4.5,70694,110.4,2,TX,3.0
2705,48397,1.0,78337,53209,6.0,105763,165.1,2,TX,4.0
2719,48425,1.0,8490,4328,6.5,67897,106.0,2,TX,0.0
2726,48439,1.0,1809034,1082822,7.3,70130,109.5,2,TX,22.0
2733,48453,1.0,1024266,741012,6.3,80690,126.0,2,TX,47.0
2743,48473,1.0,43205,23804,7.8,61822,96.5,2,TX,1.0
2752,48491,1.0,422679,318447,5.9,92661,144.7,2,TX,12.0
2753,48493,1.0,42918,24473,5.7,76905,120.1,2,TX,1.0
2755,48497,1.0,59127,32140,6.5,70468,110.0,2,TX,1.0
2762,49003,2.0,49975,26424,4.4,69380,91.6,2,UT,0.0
2766,49011,2.0,306479,175905,4.1,87610,115.7,2,UT,1.0
2775,49029,2.0,9469,5561,3.3,101943,134.7,2,UT,0.0
2778,49035,1.0,1029655,642357,5.1,79941,105.6,2,UT,24.0
2782,49043,4.0,36324,24314,7.2,112482,148.6,2,UT,2.0
2783,49045,1.0,58218,35084,4.8,80196,105.9,2,UT,1.0
2785,49049,2.0,516564,314022,3.7,79505,105.0,2,UT,2.0
2789,49057,2.0,231236,129907,4.8,71835,94.9,2,UT,6.0
2793,50007,3.0,156545,93110,4.8,76483,120.8,2,VT,19.0
2805,51003,3.0,98970,55794,5.4,86332,112.9,2,VA,1.0
2807,51007,1.0,12690,6202,5.8,60096,78.6,2,VA,0.0
2810,51013,1.0,207627,151080,4.5,118986,155.6,2,VA,1.0
2815,51023,2.0,33148,17140,4.5,74178,97.0,2,VA,0.0
2820,51033,1.0,28545,15004,6.7,64647,84.5,2,VA,1.0
2824,51041,1.0,316236,186087,5.9,81641,106.8,2,VA,2.0
2825,51043,1.0,14034,7498,4.5,85567,111.9,2,VA,0.0
2827,51047,1.0,46689,24511,5.0,79739,104.3,2,VA,2.0
2832,51059,1.0,1081726,628397,5.8,127898,167.3,2,VA,5.0
2833,51061,1.0,65203,36812,4.7,103827,135.8,2,VA,5.0
2837,51069,3.0,78305,48636,4.6,83672,109.4,2,VA,1.0
2839,51073,1.0,36858,19249,5.4,71715,93.8,2,VA,1.0
2840,51075,1.0,21717,11142,4.9,100444,131.3,2,VA,0.0
2845,51085,1.0,99863,57934,4.8,90824,118.8,2,VA,3.0
2846,51087,1.0,306935,180321,6.5,68975,90.2,2,VA,13.0
2849,51093,1.0,35270,19092,5.1,78749,103.0,2,VA,1.0
2850,51095,1.0,67009,36558,6.9,92773,121.3,2,VA,3.0
2853,51101,1.0,15935,9067,5.4,73035,95.5,2,VA,0.0
2856,51107,1.0,312311,223194,5.3,151806,198.5,2,VA,35.0
2860,51115,1.0,8978,4052,4.9,69112,90.4,2,VA,0.0
2865,51127,1.0,18429,12503,4.6,102619,134.2,2,VA,1.0
2873,51145,1.0,28046,13976,4.8,94293,123.3,2,VA,2.0
2875,51149,1.0,35725,14897,6.5,74518,97.4,2,VA,0.0
2876,51153,1.0,402002,245929,6.5,106208,138.9,2,VA,8.0
2878,51157,1.0,7373,3688,4.5,79086,103.4,2,VA,3.0
2880,51161,2.0,92376,48720,5.1,71742,93.8,2,VA,1.0
2888,51177,1.0,122397,67201,6.0,90262,118.0,2,VA,1.0
2889,51179,1.0,128961,72341,5.7,109090,142.7,2,VA,1.0
2893,51187,1.0,37575,20258,5.8,69878,91.4,2,VA,0.0
2898,51199,1.0,65464,32390,5.6,91535,119.7,2,VA,4.0
2899,51510,1.0,139966,100168,6.0,102589,134.2,2,VA,4.0
2903,51550,1.0,222209,122036,6.1,77361,101.2,2,VA,0.0
2908,51600,1.0,22565,13038,5.6,106430,139.2,2,VA,0.0
2909,51610,1.0,12332,8284,3.8,137849,180.3,2,VA,0.0
2911,51630,1.0,24286,14020,7.2,62121,81.2,2,VA,0.0
2929,51800,1.0,84585,44546,6.5,77847,101.8,2,VA,1.0
2930,51810,1.0,437994,230322,6.2,78491,102.6,2,VA,14.0
2936,53005,2.0,175177,103143,8.2,72847,92.6,2,WA,10.0
2939,53011,1.0,425363,242578,8.5,80407,102.2,2,WA,31.0
2950,53033,1.0,1931249,1286608,7.5,102338,130.1,2,WA,134.0
2951,53035,2.0,251133,129092,7.7,79268,100.8,2,WA,18.0
2960,53053,1.0,795225,450196,9.6,78779,100.1,2,WA,39.0
2963,53059,1.0,11066,5515,9.2,69163,87.9,2,WA,3.0
2964,53061,1.0,713335,441156,8.5,89119,113.3,2,WA,45.0
2967,53067,2.0,252264,144312,8.3,77890,99.0,2,WA,15.0
2974,54003,2.0,104169,58337,6.2,63012,129.5,2,WV,0.0
2991,54037,1.0,53498,30084,5.9,75225,154.6,2,WV,3.0
3012,54079,2.0,55486,27080,7.4,66991,137.7,2,WV,0.0
3032,55009,2.0,248007,140454,6.0,65494,102.1,2,WI,9.0
3035,55015,3.0,48971,27096,4.7,80354,125.2,2,WI,2.0
3038,55021,2.0,56833,31281,5.9,69219,107.9,2,WI,3.0
3040,55025,2.0,488073,319433,4.8,77828,121.3,2,WI,26.0
3050,55045,2.0,36842,20555,4.8,64319,100.2,2,WI,3.0
3052,55049,2.0,23687,13502,6.1,67390,105.0,2,WI,2.0
3057,55059,1.0,166426,88499,7.1,66460,103.6,2,WI,3.0
3058,55061,2.0,20574,10661,4.6,65879,102.7,2,WI,1.0
3070,55083,2.0,37660,20241,6.3,66401,103.5,2,WI,0.0
3073,55089,1.0,86395,47963,5.4,90446,140.9,2,WI,5.0
3075,55093,1.0,41019,24779,7.0,75368,117.4,2,WI,3.0
3083,55109,1.0,84345,49739,7.1,87098,135.7,2,WI,7.0
3094,55131,1.0,131887,75700,5.6,81928,127.7,2,WI,1.0
3095,55133,1.0,389891,220498,5.6,91070,141.9,2,WI,6.0
